title,Unnamed: 0,Desc,Unnamed: 0.1,author,genre,image_link,rating,bookID,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,Unnamed: 12
The Tenth Circle,2240,"Fourteen-year-old Trixie Stone is in love for the first time. She's also the light of her father, Daniel's life -- a straight-A student; a pretty, popular freshman in high school; a girl who's always seen her father as a hero. That is, until her world is turned upside down with a single act of violence. Suddenly everything Trixie has believed about her family -- and herself -- seems to be a lie. Could the boyfriend who once made Trixie wild with happiness have been the one to end her childhood forever? She says that he is, and that is all it takes to make Daniel, a seemingly mild-mannered comic book artist with a secret tumultuous past he has hidden even from his family, venture to hell and back to protect his daughter.  With The Tenth Circle, Jodi Picoult offers her most powerful chronicle yet as she explores the unbreakable bond between parent and child, and questions whether you can reinvent yourself in the course of a lifetime -- or if your mistakes are carried forever.",,Jodi Picoult,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348575053l/10909.jpg,3.5,10909,Jodi Picoult,3.5,074349671X,9.78E+12,eng,416,108646,5039,10/24/2006,Allen & Ulwin,
The Testament,2151,"In a plush Virginia office, a rich, angry old man is furiously rewriting his will. With his death just hours away, Troy Phelan wants to send a message to his children, his ex-wives, and his minions, a message that will touch off a vicious legal battle and transform dozens of lives.Because Troy Phelan's new will names a sole surprise heir to his eleven-billion-dollar fortune: a mysterious woman named Rachel Lane, a missionary living deep in the jungles of Brazil.Enter the lawyers. Nate O'Riley is fresh out of rehab, a disgraced corporate attorney handpicked for his last job: to find Rachel Lane at any cost. As Phelan's family circles like vultures in D.C., Nate is crashing through the Brazilian jungle, entering a world where money means nothing, where death is just one misstep away, and where a woman - pursued by enemies and friends alike - holds a stunning surprise of her own.",,John Grisham,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403174228l/5348.jpg,3.86,5348,John Grisham/Jorma-Veikko Sappinen,3.86,440234743,9.78E+12,eng,535,89014,2361,12/28/1999,Island,
The Thirteenth Tale,1438,"All children mythologize their birth...So begins the prologue of reclusive author Vida Winter's collection of stories, which are as famous for the mystery of the missing thirteenth tale as they are for the delight and enchantment of the twelve that do exist. The enigmatic Winter has spent six decades creating various outlandish life histories for herself -- all of them inventions that have brought her fame and fortune but have kept her violent and tragic past a secret. Now old and ailing, she at last wants to tell the truth about her extraordinary life. She summons biographer Margaret Lea, a young woman for whom the secret of her own birth, hidden by those who loved her most, remains an ever-present pain. Struck by a curious parallel between Miss Winter's story and her own, Margaret takes on the commission. As Vida disinters the life she meant to bury for good, Margaret is mesmerized. It is a tale of gothic strangeness featuring the Angelfield family, including the beautiful and willful Isabelle, the feral twins Adeline and Emmeline, a ghost, a governess, a topiary garden and a devastating fire. Margaret succumbs to the power of Vida's storytelling but remains suspicious of the author's sincerity. She demands the truth from Vida, and together they confront the ghosts that have haunted them while becoming, finally, transformed by the truth themselves. The Thirteenth Tale is a love letter to reading, a book for the feral reader in all of us, a return to that rich vein of storytelling that our parents loved and that we loved as children. Diane Setterfield will keep you guessing, make you wonder, move you to tears and laughter and, in the end, deposit you breathless yet satisfied back upon the shore of your everyday life.",,Diane Setterfield,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346267826l/40440.jpg,3.96,40440,Diane Setterfield,3.96,743298020,9.78E+12,eng,406,239809,18865,09-12-2006,Atria Books,
The Thorn Birds,1755,"Alternate Cover Edition ISBN 0380018179 (ISBN13: 9780380018178)The Thorn Birds is a robust, romantic saga of a singular family, the Clearys. It begins in the early part of this century, when Paddy Cleary moves his wife, Fiona, and their seven children to Drogheda, the vast Australian sheep station owned by his autocratic and childless older sister; and it ends more than half a century later, when the only survivor of the third generation, the brilliant actress Justine O'Neill, sets a course of life and love halfway around the world from her roots.The central figures in this enthralling story are the indomitable Meggie, the only Cleary daughter, and the one man she truly loves, the stunningly handsome and ambitious priest Ralph de Bricassart. Ralph's course moves him a long way indeed, from a remote Outback parish to the halls of the Vatican; and Meggie's except for a brief and miserable marriage elsewhere, is fixed to the Drogheda that is part of her bones - but distance does not dim their feelings though it shapes their lives.Wonderful characters people this book; strong and gentle, Paddy, hiding a private memory; dutiful Fiona, holding back love because it once betrayed her, violent, tormented Frank, and the other hardworking Cleary sons who give the boundless lands of Drogheda the energy and devotion most men save for women; Meggie; Ralph; and Meggie's children, Justine and Dane. And the land itself; stark, relentless in its demands, brilliant in its flowering, prey to gigantic cycles of drought and flood, rich when nature is bountiful, surreal like no other place on earth.(First Edition Jacket)",,Colleen McCullough,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548530867l/3412._SY475_.jpg,4.23,3413,Colleen McCullough,4.23,60837551,9.78E+12,eng,673,533,66,09-06-2005,Avon Books,
The Three Musketeers,1532,"Alexandre Dumas’s most famous tale— and possibly the most famous historical novel of all time— in a handsome hardcover volume.This swashbuckling epic of chivalry, honor, and derring-do, set in France during the 1620s, is richly populated with romantic heroes, unattainable heroines, kings, queens, cavaliers, and criminals in a whirl of adventure, espionage, conspiracy, murder, vengeance, love, scandal, and suspense. Dumas transforms minor historical figures into larger- than-life characters: the Comte d’Artagnan, an impetuous young man in pursuit of glory; the beguilingly evil seductress “Milady”; the powerful and devious Cardinal Richelieu; the weak King Louis XIII and his unhappy queen—and, of course, the three musketeers themselves, Athos, Porthos, and Aramis, whose motto “all for one, one for all” has come to epitomize devoted friendship. With a plot that delivers stolen diamonds, masked balls, purloined letters, and, of course, great bouts of swordplay, The Three Musketeers is eternally entertaining.",,Alexandre Dumas,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320436982l/7190.jpg,4.07,10559,Alexandre Dumas/Barbara T. Cooper,4.07,1593081480,9.78E+12,eng,761,1149,147,11/25/2004,Barnes  Noble Classics,
The Time Machine,1486,"“I’ve had a most amazing time....”So begins the Time Traveller’s astonishing firsthand account of his journey 800,000 years beyond his own era—and the story that launched H.G. Wells’s successful career and earned him his reputation as the father of science fiction. With a speculative leap that still fires the imagination, Wells sends his brave explorer to face a future burdened with our greatest hopes...and our darkest fears. A pull of the Time Machine’s lever propels him to the age of a slowly dying Earth.  There he discovers two bizarre races—the ethereal Eloi and the subterranean Morlocks—who not only symbolize the duality of human nature, but offer a terrifying portrait of the men of tomorrow as well.  Published in 1895, this masterpiece of invention captivated readers on the threshold of a new century. Thanks to Wells’s expert storytelling and provocative insight, The Time Machine will continue to enthrall readers for generations to come. ",,H.G. Wells,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327942880l/2493.jpg,3.89,2494,H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner,3.89,141439971,9.78E+12,eng,104,3094,301,3/31/2005,Penguin Books Ltd,
The Time Traveler's Wife,1239,"A funny, often poignant tale of boy meets girl with a twist: what if one of them couldn't stop slipping in and out of time? Highly original and imaginative, this debut novel raises questions about life, love, and the effects of time on relationships.Audrey Niffenegger’s innovative debut, The Time Traveler’s Wife, is the story of Clare, a beautiful art student, and Henry, an adventuresome librarian, who have known each other since Clare was six and Henry was thirty-six, and were married when Clare was twenty-three and Henry thirty-one. Impossible but true, because Henry is one of the first people diagnosed with Chrono-Displacement Disorder: periodically his genetic clock resets and he finds himself misplaced in time, pulled to moments of emotional gravity in his life, past and future. His disappearances are spontaneous, his experiences unpredictable, alternately harrowing and amusing. The Time Traveler’s Wife depicts the effects of time travel on Henry and Clare’s marriage and their passionate love for each other as the story unfolds from both points of view. Clare and Henry attempt to live normal lives, pursuing familiar goals—steady jobs, good friends, children of their own. All of this is threatened by something they can neither prevent nor control, making their story intensely moving and entirely unforgettable.",,Audrey Niffenegger,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380660571l/18619684.jpg,3.97,14046,Audrey Niffenegger,3.97,1596921536,9.78E+12,eng,518,1005,253,10-01-2005,MacAdam/Cage,
The Tipping Point: How Little Things Can Make a Big Difference,553,"An alternate cover edition exists here.The tipping point is that magic moment when an idea, trend, or social behavior crosses a threshold, tips, and spreads like wildfire. Just as a single sick person can start an epidemic of the flu, so too can a small but precisely targeted push cause a fashion trend, the popularity of a new product, or a drop in the crime rate. This widely acclaimed bestseller, in which Malcolm Gladwell explores and brilliantly illuminates the tipping point phenomenon, is already changing the way people throughout the world think about selling products and disseminating ideas.Gladwell introduces us to the particular personality types who are natural pollinators of new ideas and trends, the people who create the phenomenon of word of mouth. He analyzes fashion trends, smoking, children's television, direct mail, and the early days of the American Revolution for clues about making ideas infectious, and visits a religious commune, a successful high-tech company, and one of the world's greatest salesmen to show how to start and sustain social epidemics.",553,Malcolm Gladwell,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473396980l/2612._SY475_.jpg,3.97,2612,Malcolm Gladwell,3.97,316346624,9.78E+12,eng,301,633037,11898,01-07-2002,Back Bay Books,
The Trial,1460,"Written in 1914 but not published until 1925, a year after Kafka’s death, The Trial is the terrifying tale of Josef K., a respectable bank officer who is suddenly and inexplicably arrested and must defend himself against a charge about which he can get no information. Whether read as an existential tale, a parable, or a prophecy of the excesses of modern bureaucracy wedded to the madness of totalitarianism, The Trial has resonated with chilling truth for generations of readers.",,Franz Kafka,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320399438l/17690.jpg,3.97,17690,Franz Kafka/Max Brod/Willa Muir/Edwin Muir,3.98,99428644,9.78E+12,eng,255,168300,3724,04-09-2001,Vintage,
The Turn of the Screw,1840,"A very young woman's first job: governess for two weirdly beautiful, strangely distant, oddly silent children, Miles and Flora, at a forlorn estate...An estate haunted by a beckoning evil.Half-seen figures who glare from dark towers and dusty windows- silent, foul phantoms who, day by day, night by night, come closer, ever closer. With growing horror, the helpless governess realizes the fiendish creatures want the children, seeking to corrupt their bodies, possess their minds, own their souls...But worse-much worse- the governess discovers that Miles and Flora have no terror of the lurking evil.For they want the walking dead as badly as the dead want them.",,Henry James,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567172392l/12948._SY475_.jpg,3.43,12954,Henry James/Peter G. Beidler,3.43,312406916,9.78E+12,eng,386,616,77,11-06-2003,Bedford Books,
The Unbearable Lightness of Being,1376,"In The Unbearable Lightness of Being, Milan Kundera tells the story of a young woman in love with a man torn between his love for her and his incorrigible womanizing and one of his mistresses and her humbly faithful lover. This magnificent novel juxtaposes geographically distant places, brilliant and playful reflections, and a variety of styles, to take its place as perhaps the major achievement of one of the world’s truly great writers.",,Milan Kundera,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265401884l/9717.jpg,4.1,9717,Milan Kundera/Michael Henry Heim,4.1,571224385,9.78E+12,eng,320,248686,8251,10/27/2009,Harper Perennial,
The Undomestic Goddess,2397,"Workaholic attorney Samantha Sweeting has just done the unthinkable. She’s made a mistake so huge, it’ll wreck any chance of a partnership. Going into utter meltdown, she walks out of her London office, gets on a train, and ends up in the middle of nowhere. Asking for directions at a big, beautiful house, she’s mistaken for an interviewee and finds herself being offered a job as housekeeper. Her employers have no idea they’ve hired a lawyer–and Samantha has no idea how to work the oven. She can’t sew on a button, bake a potato, or get the #@%# ironing board to open. How she takes a deep breath and begins to cope–and finds love–is a story as delicious as the bread she learns to bake. But will her old life ever catch up with her? And if it does…will she want it back?",,Sophie Kinsella,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546431135l/33722._SY475_.jpg,3.83,33722,Sophie Kinsella,3.83,385338694,9.78E+12,eng,404,235032,6613,4/25/2006,Dial Press Trade Paperback,
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,711,"Internationally bestselling author of Last of the Amazons, Gates of Fire, and Tides of War, Steven Pressfield delivers a guide to inspire and support those who struggle to express their creativity. Pressfield believes that “resistance” is the greatest enemy, and he offers many unique and helpful ways to overcome it.",712,Steven Pressfield,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574272133l/1319._SY475_.jpg,4,1319,Steven Pressfield/Robert McKee,4,446691437,9.78E+12,eng,168,53653,4702,04-01-2003,Warner Books,
The War of the Worlds,1615,"When an army of invading Martians lands in England, panic and terror seize the population. As the aliens traverse the country in huge three-legged machines, incinerating all in their path with a heat ray and spreading noxious toxic gases, the people of the Earth must come to terms with the prospect of the end of human civilization and the beginning of Martian rule.Inspiring films, radio dramas, comic-book adaptations, television series and sequels,The War of the Worlds is a prototypical work of science fiction which has influenced every alien story that has come since, and is unsurpassed in its ability to thrill, well over a century since it was first published.",,H.G. Wells,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320391644l/8909.jpg,3.82,8909,H.G. Wells/Arthur C. Clarke,3.82,375759239,9.78E+12,eng,192,196425,4549,03-12-2002,Modern Library,
The Westing Game,2005,"this is what i am going to do: i am going to take a red panda, and i am going to learn genetics and i dunno - neuroscience. and welding. and i am going to take a little bit of my brain, and a little bit of everyone's brain here on goodreads.com (you'll be asleep, you wont feel a thing) and then i am going to moosh it all together, and put it in the brain of the red panda. and then i will have the perfect book-recommending resource. because if i had had one of these when i was little, then it",,Ellen Raskin,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356850909l/902.jpg,4.02,902,Ellen Raskin,4.02,014240120X,9.78E+12,eng,182,142121,8782,04-12-2004,Puffin,
The Wind in the Willows,1789,"One of the most celebrated works of classic literature for childrenMeet little Mole, willful Ratty, Badger the perennial bachelor, and petulant Toad. Over one hundred years since their first appearance in 1908, they've become emblematic archetypes of eccentricity, folly, and friendship. And their misadventures-in gypsy caravans, stolen sports cars, and their Wild Wood-continue to capture readers' imaginations and warm their hearts long after they grow up. Begun as a series of letters from Kenneth Grahame to his son, The Wind in the Willows is a timeless tale of animal cunning and human camaraderie. This Penguin Classics edition features an appendix of the letters in which Grahame first related the exploits of Toad.",,Kenneth Grahame,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423183570l/5659.jpg,3.99,5659,Kenneth Grahame/Gillian Avery,3.99,143039091,9.78E+12,eng,197,147748,3490,10/27/2005,Penguin Books,
The Wind-Up Bird Chronicle,1437,"Japan's most highly regarded novelist now vaults into the first ranks of international fiction writers with this heroically imaginative novel, which is at once a detective story, an account of a disintegrating marriage, and an excavation of the buried secrets of World War II.In a Tokyo suburb a young man named Toru Okada searches for his wife's missing cat. Soon he finds himself looking for his wife as well in a netherworld that lies beneath the placid surface of Tokyo. As these searches intersect, Okada encounters a bizarre group of allies and antagonists: a psychic prostitute; a malevolent yet mediagenic politician; a cheerfully morbid sixteen-year-old-girl; and an aging war veteran who has been permanently changed by the hideous things he witnessed during Japan's forgotten campaign in Manchuria.Gripping, prophetic, suffused with comedy and menace, The Wind-Up Bird Chronicle is a tour de force equal in scope to the masterpieces of Mishima and Pynchon.Three books in one volume: The Thieving Magpie, Bird as Prophet, The Birdcatcher. This translation by Jay Rubin is in collaboration with the author.",,Haruki Murakami,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872639l/11275.jpg,4.17,45312,Haruki Murakami/Jay Rubin,4.17,679446699,9.78E+12,eng,611,301,67,10/21/1997,Alfred A. Knopf,
The Woman in White,1846,"'In one moment, every drop of blood in my body was brought to a stop... There, as if it had that moment sprung out of the earth, stood the figure of a solitary Woman, dressed from head to foot in white'The Woman in White famously opens with Walter Hartright's eerie encounter on a moonlit London road. Engaged as a drawing master to the beautiful Laura Fairlie, Walter becomes embroiled in the sinister intrigues of Sir Percival Glyde and his 'charming' friend Count Fosco, who has a taste for white mice, vanilla bonbons, and poison. Pursuing questions of identity and insanity along the paths and corridors of English country houses and the madhouse, The Woman in White is the first and most influential of the Victorian genre that combined Gothic horror with psychological realism.Matthew Sweet's introduction explores the phenomenon of Victorian 'sensation' fiction, and discusses Wilkie Collins's biographical and societal influences. Included in this edition are appendices on theatrical adaptations of the novel and its serialisation history.",,Wilkie Collins,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1295661017l/5890.jpg,4,5890,Wilkie Collins/Matthew Sweet,4,141439610,9.78E+12,eng,672,108060,5168,2/27/2003,Penguin Classics,
The World Is Flat: A Brief History of the Twenty-first Century,634,"A timely and essential update on globalization, its successes and discontents, powerfully illuminated by one of our most respected journalists.When scholars write the history of the world twenty years from now, and they come to the chapter ""Y2K to March 2004,"" what will they say was the most crucial development? The attacks on the World Trade Center on 9/11 and the Iraq war? Or the convergence of technology and events that allowed India, China, and so many other countries to become part of the global supply chain for services and manufacturing, creating an explosion of wealth in the middle classes of the world's two biggest nations, giving them a huge new stake in the success of globalization? And with this ""flattening"" of the globe, which requires us to run faster in order to stay in place, has the world gotten too small and too fast for human beings and their political systems to adjust in a stable manner? In this brilliant new book, the award-winning New York Times columnist Thomas Friedman demystifies the brave new world for readers, allowing them to make sense of the often bewildering global scene unfolding before their eyes. With his inimitable ability to translate complex foreign policy and economic issues, Friedman explains how the flattening of the world happened at the dawn of the twenty-first century; what it means to countries, companies, communities, and individuals; and how governments and societies can, and must, adapt. The World Is Flat is the timely and essential update on globalization, its successes and discontents, powerfully illuminated by one of our most respected journalists. An expanded and revised version was published in hardcover in April 2006.",635,Thomas L. Friedman,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442191453l/1911._SY475_.jpg,3.68,1911,Thomas L. Friedman,3.68,374292795,9.78E+12,eng,616,87570,2800,4/18/2006,Farrar  Straus and Giroux (NY),
Their Eyes Were Watching God,1416,"Zora Neale Hurston was an American folklorist and author. In 1925, shortly before entering Barnard College, Hurston became one of the leaders of the literary renaissance happening in Harlem, producing the short-lived literary magazine Fire!! along with Langston Hughes and Wallace Thurman. This literary movement became the center of the Harlem Renaissance.Hurston applied her Barnard ethnographic",,Zora Neale Hurston,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368072803l/37415.jpg,3.91,26973,Zora Neale Hurston/Ruby Dee,3.91,60776536,9.78E+12,en-US,7,421,99,11/23/2004,Caedmon,
Think and Grow Rich,566,"Napoleon Hill was an American author in the area of the new thought movement who was one of the earliest producers of the modern genre of personal-success literature. He is widely considered to be one of the great writers on success. His most famous work, Think and Grow Rich (1937), is one of the best-selling books of all time (at the time of Hill's death in 1970, Think and Grow Rich had sold 20",567,Napoleon Hill,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463241782l/30186948._SY475_.jpg,4.18,1007,Napoleon Hill,4.18,1932429239,9.78E+12,eng,368,48,9,08-07-2004,High Roads Media,
Three Men in a Boat,2294,"A comic masterpiece that has never been out of print since it was first published in 1889, Jerome K. Jerome's Three Men in a Boat includes an introduction and notes by Jeremy Lewis in Penguin Classics.Martyrs to hypochondria and general seediness, J. and his friends George and Harris decide that a jaunt up the Thames would suit them to a 'T'. But when they set off, they can hardly predict the troubles that lie ahead with tow-ropes, unreliable weather forecasts and tins of pineapple chunks - not to mention the devastation left in the wake of J.'s small fox-terrier Montmorency. Three Men in a Boat was an instant success when it appeared in 1889, and, with its benign escapism, authorial discursions and wonderful evocation of the late-Victorian 'clerking classes', it hilariously captured the spirit of its age.In his introduction, Jeremy Lewis examines Jerome K. Jerome's life and times, and the changing world of Victorian England he depicts - from the rise of a new mass-culture of tabloids and bestselling novels to crazes for daytripping and bicycling.",,Jerome K. Jerome,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392791656l/4921.jpg,3.89,4925,Jerome K. Jerome,3.89,141441216,9.78E+12,eng,178,786,125,3/25/2004,Penguin Classics,
To Kill a Mockingbird,1203,"The unforgettable novel of a childhood in a sleepy Southern town and the crisis of conscience that rocked it, To Kill A Mockingbird became both an instant bestseller and a critical success when it was first published in 1960. It went on to win the Pulitzer Prize in 1961 and was later made into an Academy Award-winning film, also a classic.Compassionate, dramatic, and deeply moving, To Kill A Mockingbird takes readers to the roots of human behavior - to innocence and experience, kindness and cruelty, love and hatred, humor and pathos. Now with over 18 million copies in print and translated into forty languages, this regional story by a young Alabama woman claims universal appeal. Harper Lee always considered her book to be a simple love story. Today it is regarded as a masterpiece of American literature.",,Harper Lee,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553383690l/2657.jpg,4.27,2654,Harper Lee,4.27,60935464,9.78E+12,eng,323,10524,898,07-05-2005,Harper Perennial Modern Classics,
To the Lighthouse,1536,"The serene and maternal Mrs. Ramsay, the tragic yet absurd Mr. Ramsay, and their children and assorted guests are on holiday on the Isle of Skye. From the seemingly trivial postponement of a visit to a nearby lighthouse, Woolf constructs a remarkable, moving examination of the complex tensions and allegiances of family life and the conflict between men and women.As time winds its way through their lives, the Ramsays face, alone and simultaneously, the greatest of human challenges and its greatest triumph—the human capacity for change.",,Virginia Woolf,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346239665l/59716.jpg,3.78,14941,Virginia Woolf/Mark Hussey,3.78,156030470,9.78E+12,eng,242,514,59,08-01-2005,Mariner Books,
Trainspotting,1805,"The bestselling novel by Irvine Welsh that provided the inspiration for Danny Boyle’s hit film Choose us. Choose life. Choose mortgage payments; choose washing machines; choose cars; choose sitting oan a couch watching mind-numbing and spirit-crushing game shows, stuffing fuckin junk food intae yir mooth. Choose rotting away, pishing and shiteing yersel in a home, a total fuckin embarrassment tae the selfish, fucked-up brats ye've produced. Choose life.",,Irvine Welsh,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353033083l/135836.jpg,4.09,23952,Murray Smith,4.03,851708706,9.78E+12,eng,96,75,5,3/29/2002,British Film Institute,
Treasure Island,1442,"""For sheer storytelling delight and pure adventure, Treasure Island has never been surpassed. From the moment young Jim Hawkins first encounters the sinister Blind Pew at the Admiral Benbow Inn until the climactic battle for treasure on a tropic isle, the novel creates scenes and characters that have fired the imaginations of generations of readers. Written by a superb prose stylist, a master of both action and atmosphere, the story centers upon the conflict between good and evil - but in this case a particularly engaging form of evil. It is the villainy of that most ambiguous rogue Long John Silver that sets the tempo of this tale of treachery, greed, and daring. Designed to forever kindle a dream of high romance and distant horizons, Treasure Island is, in the words of G. K. Chesterton, 'the realization of an ideal, that which is promised in its provocative and beckoning map; a vision not only of white skeletons but also green palm trees and sapphire seas.' G. S. Fraser terms it 'an utterly original book' and goes on to write: 'There will always be a place for stories like Treasure Island that can keep boys and old men happy.'",,Robert Louis Stevenson,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485248909l/295.jpg,3.83,295,Robert Louis Stevenson,3.83,753453800,9.78E+12,eng,311,318753,6734,9/15/2001,Kingfisher,
Tropic of Cancer,2026,"Now hailed as an American classic Tropic of Cancer, Henry Miller’s masterpiece, was banned as obscene in this country for twenty-seven years after its first publication in Paris in 1934. Only a historic court ruling that changed American censorship standards, ushering in a new era of freedom and frankness in modern literature, permitted the publication of this first volume of Miller’s famed mixture of memoir and fiction, which chronicles with unapologetic gusto the bawdy adventures of a young expatriate writer, his friends, and the characters they meet in Paris in the 1930s. Tropic of Cancer is now considered, as Norman Mailer said, ""one of the ten or twenty great novels of our century.""",,Henry Miller,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408753140l/249.jpg,3.68,249,Henry Miller/Jiří Níl,3.68,802131786,9.78E+12,eng,318,53206,2376,01-06-1994,Grove Press,
Trump: The Art of the Deal,696,"Trump reveals the business secrets that have made him America’s foremost deal maker! “I like thinking big. I always have. To me it’s very simple: If you’re going to be thinking anyway, you might as well think big.”—Donald J. Trump  Here is Trump in action—how he runs his business and how he runs his life—as he meets the people he needs to meet, chats with family and friends, clashes with enemies, and changes the face of the New York City skyline. But even a maverick plays by rules, and Trump has formulated eleven guidelines for success. He isolates the common elements in his greatest deals; he shatters myths; he names names, spells out the zeros, and fully reveals the deal-maker’s art. And throughout, Trump talks—really talks—about how he does it. Trump: The Art of the Deal is an unguarded look at the mind of a brilliant entrepreneur and an unprecedented education in the practice of deal-making. It’s the most streetwise business book there is—and the ultimate read for anyone interested in achieving money and success, and knowing the man behind the spotlight.  ",697,Donald J. Trump,Business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442705949l/1032._SY475_.jpg,3.66,1032,Donald J. Trump/Tony Schwartz,3.66,345479173,9.78E+12,en-US,384,12748,948,12/28/2004,Ballantine Books,
Tuck Everlasting,1917,"Doomed to - or blessed with - eternal life after drinking from a magic spring, the Tuck family wanders about trying to live as inconspicuously and comfortably as they can. When ten-year-old Winnie Foster stumbles on their secret, the Tucks take her home and explain why living forever at one age is less a blessing that it might seem. Complications arise when Winnie is followed by a stranger who wants to market the spring water for a fortune.",,Natalie Babbitt,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445184695l/84981.jpg,3.87,25226,Natalie Babbitt,3.87,374480133,9.78E+12,en-US,139,1538,184,03-01-2005,Farrar Straus Giroux,
Tuesdays with Morrie,1932,"Maybe it was a grandparent, or a teacher or a colleague. Someone older, patient and wise, who understood you when you were young and searching, and gave you sound advice to help you make your way through it. For Mitch Albom, that person was Morrie Schwartz, his college professor from nearly twenty years ago.Maybe, like Mitch, you lost track of this mentor as you made your way, and the insights faded. Wouldn't you like to see that person again, ask the bigger questions that still haunt you? Mitch Albom had that second chance. He rediscovered Morrie in the last months of the older man's life. Knowing he was dying of ALS - or motor neurone disease - Mitch visited Morrie in his study every Tuesday, just as they used to back in college. Their rekindled relationship turned into one final 'class': lessons in how to live.",,Mitch Albom,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423763749l/6900.jpg,4.1,6899,Mitch Albom,4.1,307275639,9.78E+12,en-US,192,5541,498,6/29/2007,Anchor Books,
Ubik,2238,"Glen Runciter está muerto. ¿O lo están todos los demás? Lo que es seguro es que alguien ha muerto en una explosión organizada por los competidores de Runciter. De hecho, sus empleados asisten a un funeral. Pero durante el duelo comienzan a recibir mensajes descorcentantes, e incluso morbosos, de su jefe. Y el mundo a su alrededor comienza a desmoronarse de un modo que sugiere que a ellos tampoco les queda mucho tiempo. Esta mordaz comedia metafísica de muerte y salvación (que podrá llevar un cómodo envase) es un tour de force de amenaza paranoica y comedia absurda, en la cual los muertos ofrecen consejos comerciales, compran su siguiente reencarnación y corren el riesgo continuo de volver a morir.",,Philip K. Dick,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327995569l/22590.jpg,4.09,22590,Philip K. Dick/David Alabort/Manuel Espín,4.09,8498000831,9.79E+12,spa,288,63422,2486,05-01-2006,La factoría de ideas,
Ulysses,1555,"Loosely based on the Odyssey, this landmark of modern literature follows ordinary Dubliners in 1904. Capturing a single day in the life of Dubliner Leopold Bloom, his friends Buck Mulligan and Stephen Dedalus, his wife Molly, and a scintillating cast of supporting characters, Joyce pushes Celtic lyricism and vulgarity to splendid extremes. Captivating experimental techniques range from interior monologues to exuberant wordplay and earthy humor. A major achievement in 20th century literature.",,James Joyce,Non-Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428891345l/338798.jpg,3.73,10545,James Joyce/Declan Kiberd,3.73,141182806,9.78E+12,en-US,933,1517,235,3/30/2000,Penguin Books Ltd,
